2 100 0.01
10.01 0.0360209 
-10.01 -0.0359792 

10.02 0.0721043 
-10.02 -0.0718542 

10.03 0.108063 
-10.03 -0.107646 

10.04 0.143938 
-10.04 -0.143355 

10.05 0.179731 
-10.05 -0.178981 

10.06 0.215441 
-10.06 -0.214525 

10.07 0.251069 
-10.07 -0.249986 

10.08 0.286614 
-10.08 -0.285366 

10.09 0.322078 
-10.09 -0.320663 

10.1 0.357459 
-10.1 -0.355878 

10.1099 0.392758 
-10.1099 -0.391012 

10.1199 0.427976 
-10.1199 -0.426064 

10.1299 0.463113 
-10.1299 -0.461035 

10.1399 0.498169 
-10.1399 -0.495925 

10.1499 0.533143 
-10.1498 -0.530734 

10.1598 0.568037 
-10.1598 -0.565462 

10.1698 0.602851 
-10.1698 -0.60011 

10.1797 0.637583 
-10.1797 -0.634678 

10.1897 0.672236 
-10.1897 -0.669166 

10.1996 0.706809 
-10.1996 -0.703574 

10.2096 0.741302 
-10.2096 -0.737902 

10.2195 0.775716 
-10.2195 -0.772151 

10.2295 0.81005 
-10.2294 -0.80632 

10.2394 0.844306 
-10.2393 -0.840411 

10.2493 0.878482 
-10.2493 -0.874423 

10.2592 0.91258 
-10.2592 -0.908356 

10.2691 0.946599 
-10.2691 -0.942211 

10.279 0.98054 
-10.279 -0.975988 

10.2889 1.0144 
-10.2889 -1.00969 

10.2988 1.04819 
-10.2987 -1.04331 

10.3087 1.0819 
-10.3086 -1.07685 

10.3185 1.11553 
-10.3185 -1.11032 

10.3284 1.14908 
-10.3283 -1.14371 

10.3383 1.18256 
-10.3382 -1.17702 

10.3481 1.21596 
-10.348 -1.21026 

10.3579 1.24928 
-10.3578 -1.24342 

10.3678 1.28253 
-10.3677 -1.2765 

10.3776 1.3157 
-10.3775 -1.30951 

10.3874 1.34879 
-10.3873 -1.34244 

10.3972 1.38181 
-10.3971 -1.3753 

10.407 1.41476 
-10.4068 -1.40808 

10.4167 1.44762 
-10.4166 -1.44079 

10.4265 1.48042 
-10.4264 -1.47342 

10.4363 1.51314 
-10.4361 -1.50598 

10.446 1.54578 
-10.4459 -1.53846 

10.4557 1.57836 
-10.4556 -1.57087 

10.4655 1.61085 
-10.4653 -1.6032 

10.4752 1.64328 
-10.475 -1.63547 

10.4849 1.67563 
-10.4847 -1.66765 

10.4946 1.7079 
-10.4944 -1.69977 

